texts,labels
"Antes de suicídio, PM desabafa em carta de despedida",1
Hoje eu li uma carta de suicídio tão sóbria em um processo... isso mudou alguma coisa aqui. Quase palpável.,1
lendo a carta de suicídio de um conhecido do meu amigo,1
"Minha amiga parou de ir pra escola a duas semanas e simplesmente pediu pra uma amiga dela me mandar a carta de suicídio que ela tinha feito, eu tô desesperada",1
o eu com 14 anos chorando com a carta de suicídio do kurt cobain existiu,1
"Um pm rapaz novo cometeu suicídio ontem aqui em BH, deixou uma carta de despedida... Triste demais",1
eu não acredito que estou num role em que estão lendo a carta de suicídio de torquato neto,1
Já escreveu sua carta de suicídio hoje?,1
Eu queria a carta de suicidio de Vargas como papel de parede do meu quarto,1
EXATAMENTE KKKK a carta de suicídio dele mais marcante que a carreira da maioria dos presidentes q esse país já teve,1
depois que fizeram camiseta com a carta de suicídio do kurt eu nao duvido mais de nada,1
não acredito que tô sendo obrigada a escutar a carta de suicídio do Vargas na voz do Pokémon.....sinceramente,1
"a carta de suicidio de getulio vargas a frase ""saio da vida para entrar na historia"" é a coisa mais CHIQUE da historia do Brasil",1
vargas foi um cuzao mas a carta de suicídio dele... icônico,1
vamos acabar com o cocô do brasil,1
"Oi minha ruivinha favorita! te amo demais, nunca deixe pouca coisa acabar com a tua vida, tu merece coisa melhor",1
O novo álbum da Lana ta vindo ai pra acabar com a minha vida mais uma vez,1
É incrível o poder q as pessoas tem p acabar com a minha vida!,1
Agr sinto que meu estômago vai acabar com a minha vida,1
"só esse teste de matemática p acabar com a minha vida"""""" nada de b dia",1
online e a procura de alguma gata que queira acabar com minha vida,1
O nico quer acabar com a minha vida errando um gol desse,1
vou voltar pra minha série perfeita to com pena de acabar mas eh a vida,1
filho da puta veio pra são paulo pra acabar com a minha vida de bandidona,1
o Internacional ainda vai acabar com a minha vida,1
"acho uma palhaçada o mundo ""acabar"" antes de eu casar cm a minha vida",1
Esse time vai acabar com a minha vida,1
carinha de quem vai acabar com a minha vida,1
Anatomia e escultura dental chegou pra acabar com a minha vida acadêmica,1
Acabei de acabar com a maior dúvida da minha vida puta que pariu!!!!!!!!,1
"Série nova tá foda, Steven quer acabar com a minha vida e a da Carla",1
você não se cansa de acabar com a minha vida?,1
achas que tem o que é necessário para acabar com a minha vida? clique aqui,1
"A meta do Rosado toda sexta feira é, acabar com a minha vida e a do meu namorado 🤪",1
"Te amo cara, para de acabar com a minha vida! 🥰",1
vou assistir um documentário agora que vai acabar com a minha vida se chama “milk sistem”,1
o planeta vai acabar e eu não vou conhecer e nem abraçar a mulher da minha vida,1
obrigada por acabar com a minha vida gustavo 👍,1
Só quero que chegue domingo logo  Vou acabar com a minha vida naquela quadra,1
esse bagulho de filosofia veio pra acabar com a minha vida,1
Netflix doida pra acabar com a minha vida social,1
Esse ônibus do mangueira acabar com a minha  vida,1
vem acabar com a minha vida,1
foi confirmado: a bighit realmente quer acabar com a minha vida social,1
"vou te socar. vc quer acabar com a minha vida, sua piranha",1
minha filha vc quer acabar com a sua vida???,1
se a pessoa não tem cara de quem vai acabar com a minha vida eu nem quero 🤷🏻‍♀️😌,1
ai jeon jungkook tu quer acabar com a minha vida que eu sei,1
"to prestes a acabar com a minha vida, to baixando Free Fire",1
Agora que eu tô feliz com a minha vida o mundo vai acabar q legal,1
"Se o mundo acabar antes de eu ser feliz com o amor da minha vida, eu vou ficar puto",1
"Vou contar uma coisa pra vocês, Filipe ret na sensualiza vai acabar com a minha vida",1
E eu achando q o auge da minha vida acadêmica foi acabar o trabalho 3 min antes das 00:00,1
Pela primeira vez na minha vida eu estou planejando ir para uma manifestação  Esse governo realmente tem que acabar,1
Falta qnts dias pra série minha vida acabar?,1
sera q vou encontrar o amor da minha vida antes do mundo acabar??,1
Esses flerte de metrô ainda vai acabar com minha vida,1
"Agosto podia acabar, né? Tudo que tinha dps dar errada na minha vida, deu! Haja coração",1
"Tudo que tinha dps dar errada na minha vida, deu! ",1
"Agosto podia acabar, né?",1
Haja coração,1
quando esse curso acabar nunca mais vou querer ver roupa branca na minha vida,1
"Bolsonaro vai acabar com minha casa minha vida, disseram.",1
Bolsonaro vai acabar com minha casa minha vida,1
Esse governo realmente tem que acabar,1
Pela primeira vez na minha vida eu estou planejando ir para uma manifestação,1
to baixando Free Fire,1
vo fica mt puto se eu ter estudado minha vida toda e o mundo acabar justo agora que to me formando,1
vo fica mt puto se eu ter estudado minha vida toda,1
Sera que o mundo vai acabar justo agora?,1
tô vendo que o mundo vai acabar e eu vou morrer sem namorar com o amor da minha vida que ainda nem conheci,1
"Só queria que esse ano fosse mais rápido pra acabar, aconteceu tanta coisa que algumas eu preferia que nunca tivesse acontecido Resumindo minha vida esse ano foi uma bagunça",1
minha vida esse ano foi uma bagunça,1
Algumas coisas eu preferia que nunca tivessem acontecido,1
Quero acabar a escola e construir uma vida MINHA 🙏🏼,1
o meu problema foi ter assistido Disney demais a minha vida inteira e acabar acreditando sempre no lado bom das pessoas,1
Se o planeta acabar antes de eu ser feliz com o amor da minha vida cês me pagam,1
Eu vou aparecer só pra acabar com vcs,1
aiai ler q o mundo vai acabar me deixa numa paz incrivel pqp,1
Já passei por tanta coisa ... Não vai ser agr que vou acabar com minha vida,1
planejei minha vida so até 2012 pq o mundo ia acabar  agr e so no     improviso,1
E ultimamente eu penso muito o que vou fazer da minha vida quando eu acabar os estudos,1
"Já dizia um velho poeta ""n se precupê com minha vida, pra não acabar esquecendo da sua própria vida""",1
Gente faltam 4 meses pro ano acabar e eu não fiz nada da minha vida kkkk,1
puts estou doente e fiquei no hospital tomando um puta soro,1
minha vida de sedentário vai acabar daqui a 15 dias,1
eu só espero que eu consiga me casar com o amor da minha vida antes do mundo acabar,1
As vezes as pessoas se encaminham pra sair da minha vida,1
se saiu é pq não era pra ficar,1
minha dentista querendo acabar com minha vida,1
"Eu não queria operar, mas se é o único jeito, quero acabar com isso de uma vez , minha vida não pode ficar parada dependendo disso",1
Minha vida vai acabar por causa desse jogo,1
Essa pessoa pode me expor na internet e acabar com minha vida por tanto mantenho ela aqui sempre em meu coração  Nao me exponha,1
Essa pessoa pode me expor na internet e acabar com minha vida,1
Estou numa fase da minha vida em que só quero acabar com todos os conflitos com inimigos e toda essa merda. Esta vida é demasiado curta pra odiar seja quem for,1
Esta vida é demasiado curta pra odiar seja quem for,1
"Man, o mundo vai acabar, e não consegui realizar metades dos meus sonhos. Não consegui achar o amor da minha vida.",1
"o mundo vai acabar, e não consegui realizar metades dos meus sonhos.",1
Não consegui achar o amor da minha vida.,1
Amiga eh minha chance de aproveitar a vida antes do mundo acabar,1
sinceramente eu nao vejo a hora desse ano acabar e eu poder dar um rumo pra minha vida,1
será q antes do mundo acabar vou achar o amor da minha vida?????,1
mano essa sinusite vai acabar com minha vida,1
começar a estudar o que vai cair na prova e acabar estudando coisas do médio desnecessária pra minha vida acadêmica agora que eu achei interessante,1
o meu problema foi ter assistido Disney demais a minha vida inteira e acabar acreditando sempre no lado bom das pessoas,1
eu tô de cara que falta só 4 meses pro ano acabar O QUE EU TO FAZENDO DA MINHA VIDA,1
O QUE EU TO FAZENDO DA MINHA VIDA,1
"Mamatas e mais mamatas, não tem teta que aguente!",1
"Se vc ficasse caladinho a agente talvez nem iria saber disso, mais não, resolveu falar merda, agora aguente as criticas.",1
Se vc ficasse caladinho a agente talvez nem iria saber disso,1
agora aguente as criticas,1
Por que ele não suspende as merdas que ele faz e fala ? ,1
graças a deus o inverno tá acabando pois não há orçamento que aguente repor meia calça rasgada por muito mais tempo,1
Eu vou continuar dando RT em tudo que envolver o problema da natureza.  Caso vc não aguente mais ver isso  Caguei pra vc :),1
Caguei pra vc,1
Eu vou continuar dando RT,1
"pelo menos não é fumaça, é poeira! ",1
"Junta época mais seca do ano, com umidade baixa, obras de retirar asfalto nas principais avenidas da cidade, serviço mal acabado no asfalto e nao tem nariz q aguente!!!",1
"Parabens  freguesia , tomara que aguente mais anos e nao feche as portas !",1
"eu acho que desisto da espécie masculina, minha familia que aguente porque nao quero mais me envolver com macho",1
nao quero mais me envolver com macho,1
eu acho que desisto da espécie humana,1
eu acho que desisto da espécie masculina,1
eu acho que desisto da espécie feminina,1
familia que aguente,1
"eu acho que desisto da espécie feminina, minha familia que aguente porque nao quero mais me envolver com mulher",1
"eu acho que desisto da espécie humana, minha familia que aguente porque nao quero mais me envolver com ninguém",1
talvez MAS SÓ TALVEZ eu não aguente mais esse frio,1
"Incrível cara, eles não mudam , não tem um jogador que aguente mais eles",1
eles não mudam,1
não tem um jogador que aguente mais,1
não tem um jogador que aguente mais eles,1
"Incrível cara, eles não mudam",1
Incrível cara,1
"eu fico insuportável tomando remédio, não há corpo q aguente misturar antibiótico com corticóide e mais uma porrada de analgésico",1
eu fico insuportável tomando remédio,1
não há corpo q aguente misturar antibiótico com corticóide ,1
não há corpo q aguente misturar antibiótico com corticóide e mais uma porrada de analgésico,1
não há corpo q aguente tomar antibiótico,1
não há corpo q aguente tomar corticóide,1
não há corpo q aguente tomar analgésico,1
Pois não aguente mais e meta o loco,1
"olha, só precisamos que o mundo aguente mais alguns anos, que a Netflix não vá falir e que a série não seja cancelada",1
"olha, só precisamos que o mundo aguente mais alguns anos",1
a Netflix não vai falir,1
precisamos que o mundo aguente mais,1
que a série não seja cancelada,1
minha série não pode ser cancelada,1
não tem mente equilibrada que aguente o brasil em 2019,1
o sinal está fechado pra nós que somos jovens,1
o sinal está fechado,1
Meu trabalho é a minha terapia,1
"eu pensava que era impossível vc ficar mais bonita do que ja era, ai vc vai e fica ruiva, não tem psicológico que aguente",1
ai vc vai e fica ruiva,1
eu pensava que era impossível ,1
"ta bom de vc começar a cagar dia sim, dia não tbm",1
pq 8 meses cagando todo dia não tem quem aguente mais este inferno não,1
Tu era tão chato antes e hj tu virou um puta parceiro meu,1
tem meu sangue e é muito gente boa,1
por mais que as vezes não te aguente vc é da família,1
bora beber uma pra comemorar,1
Tudo bem se cê achou melhor sumir quando me viu mais próxima,1
Não tem quem aguente mais o Instagram com essas histórias chatas do Saulo Poncio.,1
Não tem quem aguente mais o Instagram,1
"Cada dia amo mais a direct, pois ficar duas horas pra ver coisas que em meia hora poderiam ser mostradas... Não há ansioso que aguente",1
Cada dia amo mais a direct,1
Não há ansioso que aguente,1
Não tem quem aguente Lingard no United mais. Pqp,1
Eu me estresso muito mais com os outros do que comigo. Aí não tem quem aguente.,1
"socorro nao aguente mais estudar, preciso ficar chapada",1
preciso ficar chapada,1
"Mais um frio que meu corpo pegar é só enterrar, não tem sistema imunológico que aguente meu deus",1
não tem sistema imunológico que aguente meu deus,1
Mais um frio que meu corpo pegar é só enterrar,1
"tu é forte maria, só mais um tempinho e tu não vai mais precisar disso, aguente firme nene, tu consegue :)",1
aguente firme nene,1
só mais um tempinho e tu não vai mais precisar disso,1
tu é forte,1
talvez o colégio que não aguente mais ninguém,1
"jamais diga isso novamente, ok? ",1
você é essencial na vida das pessoas.,1
seja forte,1
essa luta irá valer a pena no final de tudo,1
Agora já pode abaixar o valor desse ingresso,1
"Mais três jogos nesse valor, não tem torcedor que aguente acompanhar.",1
a gente quer encontrar alguém que aguente nosso retardo,1
depois de uma certa idade a gente não quer mais encontrar um romance digno de conto de fadas,1
É só o que tem ultimamente.,1
Tô feliz na minha bolha e vou fechando cada vez mais.,1
Não há sanidade mental que aguente.,1
Por favor não faz isso cara. ,1
Eu preciso que você aguente um pouco mais.,1
"As coisas são uma droga e eu sei disso, mas não desisti assim não",1
Não desista e aguente firme! ,1
Recomece da melhor maneira ,1
Mais um dia e uma semana que se inicia.,1
Não aguento mais essas calças,1
Não aguento mais essas calças que não são pensadas nas pessoas de coxa grossa,1
meu amor vc acha que eu tenho diploma de otaria,1
não tem computador que aguente,1
"Venho do futuro pra dizer: por mais que as coisas não sejam como a gente imagina, aguente firme pois pode ser pior.",1
aguente firme pois pode ser pior.,1
Venho do futuro,1
O Brasil ama vc e sua esposa. ,1
O Brasil ama vc e seu marido. ,1
Já deve até ter aprendido as falas dos personagens,1
todo dia ele assiste o último filme dos vingadores.,1
"Não tem quem aguente mais, todo dia ele assiste o último filme dos vingadores.",1
Não faça nada de que vá se arrepender,1
"Não é hora de desistir, mesmo que você não aguente mais.",1
"Quando a gente ama alguém, não tem esse negócio de orgulho. A gente se humilha mesmo",1
Quero ir para uma comunidade e viver da terra,1
Não vale a pena guardar rancor,1
não dá para viver dignamente,1
"se você sente que é preciso voltar, volte",1
"Não dá confiança incomoda mt, sabia?",1
Namorar só vale a pena se for com alguém que tu não precises convencer de que tu vales a pena.,1
"""a vida vale a pena quando você quer que ela não acabe""",1
A vida é curta demais para perder tempo com quem não vale a pena.,1
Nunca mais na minha vida faço de tudo por uma pessoa que n vale nada,1
não vale a pena perder tempo com pessoas que não acrescentam nada na vida de vocês,1
"Mano é mesmo, não vale a pena andar com stresses agora, só viver a vida",1
"Demorei, mas aprendi. Aprendi que nada na vida é fácil, aprendi que amores vem e vão.",1
A vida é curta demais para perder tempo com quem não vale a pena colegas,1
"O vosso problema é não saberem o que é a vida, quando souberem n dão sangue a merdas que nem vale a pena",1
se eu não quiser beijar para o resto da vida uma pessoa nem vale a pena beijar à priori,1
"Nao to reclamando, se eu desisti dessa outra vida pra namorar com vc é pq vale a pena",1
Não vale a pena andar a partilhar stories sobre a Amazónia se não tomam mudanças na vida real,1
Às vezes a pessoa que realmente valia a pena estava do seu lado e você cagou,1
mas a sério purifica o pensamento,1
Hoje eu sei que não vale a pena ficar expondo a vida em rede social,1
"De férias voltei a minha vida de noveleira, desde vale a pena a ver de novo até a das 9, não perco uma",1
De férias voltei a minha vida de noveleira,1
"O grande segredo da vida não é tudo o que você tem, mas sim valorizar e amar o que realmente vale a pena! 🍃🍃",1
"O tipo de sentimento que não vale a pena ter, a vida é muito curta pra perder tempo com esse tipo de coisa",1
"Às vezes a gente precisa se permitir, vale muito a pena não desperdiçar o que a vida oferece à você.",1
Não vale a pena viver uma vida de mentiras e depois ainda querer cobrar.,1
a vida sem fone de ouvido não vale a pena,1
"Não importa o que as pessoas pensam. Se você acredita que vale a pena, lute por isso..",1
Não vale a pena!! Olhe sempre o lado bom e viva bem a vida,1
a cada dia que passa a vida me mostrando que vale a pena,1
A maior felicidade para o ser humano é de poder viver para aquilo pelo qual estaria pronto a morrer.,1
"Peru pronto para morrer, cheio de cachaça.",1
A morrer de sono mas pronto para começar uma nova série lez go,1
"Lula, faz o seguinte, prove o terno e deixe-o pronto, para quando morrer na cadeia.",1
Estou pronto também pra guerra se necessário for. Morro como valente,1
Eu não estava pronto para ver o Mufasa a morrer em HD,1
Eu ando tão exausta que eu espero o fds só para dormir pra sempre,1
vou dormir sempre que possível para passar mais rápido 🤙🏽🤯,1
"Acho que vou ser criança para sempre, so consigo dormir com o meu ursinho de pelúcia",1
Eu em casa: Que lindo dia para dormir pra sempre,1
eu vou estudar tudin de processo,1
Dormir cedo para acordar cedo!! ,1
"Sempre acontece algo para eu n conseguir dormir, incrível",1
Tou tão farta só queria dormir para sempre sinto-me mesmo inútil fds,1
"Para com isso, quando tiver, vai chegar em casa e dormir, é sempre assim",1
minha vida se resume em me organizar para dormir o máximo que der,1
"Me tornei qm eu sempre odiei, a pessoa que para de responder do nada e vai dormir",1
Já me contento com dormir para sempre,1
Dormir sempre foi e sempre será a melhor solução para os problemas.,1
Que vontade de dormir para sempre,1
eu só ia dormir mesmo mas pronto parece que vai ser para sempre mesmo,1
A minha capacidade para dormir em qualquer lado mesmo que esteja o maior barulho de sempre é incrível,1
sempre foi uma gracinha ne,1
Que sono não posso dormir para sempre. Preciso trabalhar para comprar a cocaína do meu ativo,1
Que sono não posso dormir para sempre. ,1
"Achei que iria dormir para sempre, mas acordei às 07:30 h",1
Achei que iria dormir para sempre,1
Me tornei qm eu sempre odiei,1
sempre digo que vou dormir cedo para acordar bem mas nunca acontece,1
Eu queria namorar só para dormir agarradinho quase sempre,1
vai dormir e para de chorar,1
Cara tu tá sempre gozando com o pai dos outros,1
definitivamente hoje eu queria dormir num caixao para sempre,0
Eu posso morrer de amores pela pessoa,1
eu sou péssima em delegar as coisas,1
quero morrer abraçado com meu homem igual nos filmes de fim do mundo,1
Eu quero beber hj até morrer,1
Hugo me chamou pra dar. Rolé com ele no carro deus me livre não quero morrer,1
nunca vou conseguir formar em história,1
não quero você chorando com lágrimas de crocodilo,1
quero um pezinho de morango 🍓  espero ter capacidade cuidar e não deixar morrer,1
Quero morrer amiga das gurias,1
eu quero morrer amiga de vocês,1
não vou entrar aqui hoje.,1
eu quero morrer quando vejo os bebezinhos com esse laço gigante na cabeça,1
Os meus all star estão a morrer e eu quero chorar,1
pra que eu inventei de sair meu deus eu só quero deitar na minha cama até morrer desidratada,1
Quer morrer Carai???,1
vamo transa logo que o aquecimento global vai matar todo mundo e eu não posso morrer sem te dar,1
"Qnd muitas pessoas começarem a morrer, qnd já não houver volta a dar, todos vão abrir os olhos, vai ser é tarde",1
"Se a natureza morrer, nós também morremos juntos 🌍",1
eu ainda vou morrer de nervoso,1
Será possível morrer de sono?,1
não deixa esse vídeo morrer,1
Parece q vou morrer,1
É isso galera a gente vai tudo morrer.,1
"façam o que quiserem, vamos todos morrer",1
Usem camisinha pq é irresponsavel por cria no mundo agora.,1
O planeta Terra não deveria ter humanos 💔,1
Animais inocentes estão a morrer,1
"a minha única dúvida, é quando bozo vai morrer",1
 Você vai morrer sozinho,1
Da vontade de morrer a cada dia que passa...,0
Aqui é Flamengo até morrer,1
Nunca vi ngm morrer de maconha,1
como é bom morrer de amor e continuar viver,1
"Puto, nós vamos morrer, o mundo tá a ficar todo fudido",1
Legal.. acabei de quase morrer no ônibus,1
Eu já tava achando que ia morrer e não ia ver,1
Será que eu vou morrer? Não posso! Tenho jogo hojee,1
E o dia em que o sol não nascer?,1
E o dia em que o sol não nascer? Que o mar se enfurecer... E tudo que tinha vida morrer?  O que você vai faz…,1
O que você vai faz,1
A mulher moderna tem mais medo de engravidar do que de morrer,1
indo dormir mais um dia sem saber se vou morrer por causa dos agrotóxicos ou de raiva nesse país,1
"Só não morro de preguiça, por preguiça de morrer.",1
oi pessoal tô com muita cólica vou morrer,1
É melhor todo mundo morrer de vez e pronto,1
É melhor vc sair da toca ou vai morrer queimada...,1
"Melhor morrer por um sonho, do que viver sem objetivo 🙏📚",1
Melhor viver por mim do que morrer por ti,1
Eu sinto que morrer é a melhor solução,0
É melhor morrer de pé do que viver de joelhos.,1
Lula morto é a melhor coisa que existe pro petismo.,1
cada vez que ele fala é um pouco da imagem dele que vai embora.,1
Sério você é MUITO sem noção,1
Criminoso neutralizado,1
você gosta de destruir vidas? ,1
A gente ta vendo,1
"E o tal do melhor atacante do Brasil que só faz gol em morto, jogou hj?",1
Aí meu Deus eu vou morrer sozinho sozinho.,1
vai se amar,1
Sem oxigênio o dólar vai ficar ali sozinho voando e vai todo mundo morrer,1
eu senti um medo ENORME de ficar sozinho,1
Sempre que Matheus sai para trabalhar eu não consigo voltar a dormir,1
"Cara, é muita gente ruim em um clube só. ",1
Quero estar vivo para ver um ser humano dirigir esses mesmos jogadores e faze-los jogar bem.,1
você me transborda,1
"Tanta coisa pra fazer, pq eu marco as coisas sem antes pensar se quero mesmo ir ",1
QUEM É QUE EU QUERO ENGANAR,1
 eu não sou de ficar me segurando não,1
eu num sei nem se eu vou estar vivo amanhã,1
quando eu amo e digo mesmo,1
"Saudade de ler meus livros espíritas, aquelas histórias pós morte em que a pessoa permanece nesse plano 🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤",1
A morte e a destruição são um plano de governo!,1
O plano de até que a morte nós separe tem que valer ..,1
Família de bem é outro nível...,1
"desisto de dormir com a sabrina, ela puxa tudo as cobertas p ela e deixa eu passando frio",1
desisto de dormir,1
"Eu quero escrever, mas acho tudo que penso uma bosta e desisto  Porra, queria conseguir parar de me autossabotar...",1
queria conseguir parar de me autossabotar,1
Eu quero escrever,1
acho tudo que penso é uma bosta,1
"só não desisto de tudo e vou vender arte na praia, pq não sei fazer arte, btf",1
eu não consegui levantar da cama hoje por motivos de DOR.,1
EU DESISTO DO SER HUMANO ,1
ALGUEM PODE ME DAR O BOTÃO GIGANTE DE RESTART PRA VOLTAL TUDO DE NOVO PARA QUE O SER HUMANO POSSA SER PESSOAS MELHORES,1
nada me faz voltar atrás.,1
"Desisto de todos os crush’s, quero que eles se explodam com tudo...",1
"As vezes eu desisto de escrever um Twitty, eu escrevo tudo errado",1
mano como q eu juntei nomenclatura com valor de delta,1
"prova de física e semana que vem, e eu mais uma vez não tô entendendo nada da matéria. help",1
DESISTO da minha vida amorosa,1
aí eu desisto da vida escolar,1
"desisto de ter uma vida amorosa, dá  p mim n moss",1
desisto da minha vida academica quanto mais o tempo passa mais burra eu fico,1
Eu desisto de biologia na moral aql cara deve achar q a gente não faz nd da vida,1
EU DESISTO DA MINHA VIDA AMOROSA E AGORA EU TO FALANDO SERIO,1
pq a vida é uma merda e eu cansei de viver ela já,0
saudades de viver um romance porém já cansei de me fuder,1
comprei um pão recheado pra vir ISSO de recheio?? ,1
Hoje é um bom dia pra esquecer o que me aflige.,1
De todos os problemas são poucos que me atingem,1
"ai gente, cansei de viver na treta, somos iguais",1
gente serio cansei de viver num país governado pelo bosta do bozo,1
"Cansei de ir atrás, ela tá achando que sou palhaço, o jeito é viver sozinho e foda-se",1
mt difícil isso de viver cansei,0
cansei de viver sem comer pizza normal,1
"Cansei de ser boazinha, tenho que ser boa com quem é cmg. Posso ser a babaca mas vou viver o que tá me fazendo super bem",1
Cansei de ser bomzinho,1
tenho que ser bom com quem é cmg,1
tenho que ser bom com quem é cmg,1
cansei de flertar já vou logo perguntar se ela quer viver um lance criminoso comigo,1
Olha esse homem Cansei de viver e n poder usufruir desse corpinho,1
"Eu cansei de viver nesse mundo do jeito que tá, que porra",1
Eu cansei de viver nesse mundo do jeito que tá,1
cansei de viver nesse mundo do jeito que tá,1
"Eu sinceramente cansei de viver, eu não me encaixo nos pensamentos atual, sinto que nasci pelo menos um século atrasado",1
nasci pelo menos um século atrasado,1
nasci no século errado,1
Aí cansei de viver aqui acho que vou voltar pra Urano meu planeta natal,1
Não aguento mais a vida de mulher estressada demais ,1
Não aguento mais a vida de homem estressado demais ,1
Não aguento mais a vida de mulher estressada demais ,1
Cansei de fugir eu resolvi me aderi acho q agr eu n posso viver sem mim,1
cansei de viver nesse planeta com tanta ignorância,1
Elas precisam de terapia mas eu que vou fazer pq não quero MORRER quero viver bem eu CANSEI,1
"Cansei de ajudar as pessoas e depois receber um foda-se, vou viver muito mais p mim...",1
Cansei de ajudar as pessoas,1
Cansei de ajudar as outras pessoas,1
Cansei dessa vida de dormi pra trabalha e acorda pra trabalha e vive pra trabalha,1
"primeira oportunidade tô largando tudo p ficar de boa com alguém, cansei dessa vida de solteira",1
Vou virar um power ranger,1
"quero namorar, cansei dessa vida de solteira",1
"Caminho de pressa a vida não me espera, eu cansei dessa conversar...",1
"saí de casa ainda estava escuro, cansei dessa vida de estudante",1
Cansei dessa vida vou pro convento,1
Nem as minhas figurinhas são respondidas.,1
"Segundo a OPAS Brasil, cerca de 800 mil pessoas morrem por suicídio a cada ano",1
e eu só sou uma pessoa vazia q só pensa em suicídio,0
"Conheça a história da professora Andreia Maria, que sofria com depressão e desejo de suicídio.",1
Amazon vai exibir informações de ajuda em buscas relacionadas a suicídio,1
vcs chegando daqui a duas semanas com textos prontos fingindo que se importam com quem tem depressão,1
Mais um efeito terrível do racismo existente na sociedade brasileira,1
eu ODEIO que brinquem com suicídio mano vai tomar no cu,1
Setembro Amarelo terá foco em prevenção do suicídio entre os jovens,1
lembro que direto ela mandava foto dos pulsos sangrando tentava suicidio e falava que a culpa era minha,1
na real não sei como eu ainda não cometi suicídio,0
indice de suicidio cai pra 0% …,1
"setembro amarelo tá aí e é prevenção ao suicídio, empatia em galera",1
observe a taxa de suicídio de adolescentes em sp aumentar,1
o banco do brasil vai me matar de raiva,1
Amo quando meus vizinhos tentam me matar. AMO,1
o tanto que eu quero me matar meu pai,0
essa ansiedade vai me matar,1
a ansiedade vai me matar,1
comprei “outros jeitos de usar a boca” minha mãe vai me matar,1
Esse show de talentos vai me matar de vergonha,1
Rinite vai me matar um dia ainda,1
Sdds do que a gente já viveu — Me chama pra matar a saudade,1
Sdds do que a gente já viveu,1
Me chama pra matar a saudade,1
Felipe ainda vai me matar de tanto rir,1
se ele acha que vai me matar de fofura ele ta certissimo,1
Jorginho me empresta a 12 vou matar esse maconheiro!,1
esse video ja è um avanço ,1
me ensina a te olhar e nao querer te matar 👍🏻,1
EU MANDO E EU TAMBÉM RECEBO NUDES,1
eu adoro receber e eu também adoro mandar nudes,1
Esqueci de fazer o café kkkkk meu irmão deve tá querendo me matar,1
T'Challa tentando me matar depois das fotos,1
Caralho esse povo me ignorando vou matar todo mundo,1
Ela iria me matar ou eu iria matar ela!,1
PORRA QUE ÁLBUM MARAVILHOSO LANA DEL REY,1
"EU ACABEI E PORRA QUE ÁLBUM MARAVILHOSO LANA DEL REY, PARABÉNS POR SEMPRE ME MATAR DO CORAÇÃO",1
Jovem encontrada morta com suspeita de suicídio deixa carta com R$ 10 mil para o pai,1
Eu superei as oito avaliações semana passa,1
Laurie deixou sete pessoas atingidas,1
tirei nota máxima,1
fui muito elogiada,1
uma vez eu fiz uma trabalho para a faculdade em vídeo com desenhos sobre a depressão e suicídio,1
triste com a nota de redação,1
cara eu tô em uma fase da minha vida que ser feliz é a única opção valida,1
o role de quinta feira ainda vai acabar com a minha vida,1
Gabriel hoje vai acabar com a minha vida no treino,1
DESGRAÇADO PERFEITO VC NAO CANSA DE ACABAR COM A MINHA VIDA????,1
Hoje eu acordei tão de bem com a vida,1
obrigada pedro alvares cabral por trazer o espelho pro brasil,1
"Eu não queria admitir, mas dormir é meu maior vício",1
Achei que meu pai tinha estragado só a minha infância,1
Gente eu tô muito preocupado com essa galera vegana.,1
"se o menino for moreno com cara de qm vai acabar com a minha vida e a voz gostosa, ja fico apaixonada",1
essa indústria quer acabar com a minha vida!!,1
Sorte que eu não vou sextar,1
a obra de arte que fugiu do museu pra debutar no x1 e acabar com a minha vida,1
Será que fazendo ioga todo dia de manhã eu consigo revolucionar a minha vida e acabar com a minha ansiedade?,1
"4 meses pro ano acabar, e eu ainda não sei oq é que tá acontecendo com a minha vida.",1
Ainda vai querer acordar com meu toque e minha voz no ouvido? ,1
ai eu não aguento mais a minha vida de ensino médio já pode acabar,1
"fizeram um feitiço pra acabar com a minha vida, mas a dona da feitiçaria é minha melhor amiga!",1
PUTA Q PARIU CARALHO EU AMEIII!!!!! ,1
amava sua cicatriz nas suas costas,1
amava o jeito que você arrumava seu cabelo,1
Esse meu senso de justiça vai acabar com a minha vida,1
eu escolheria a vermelha pq eu iria aproveitar minha vida e ajudar pessoas que precisam,1
eu estava ouvindo essa música AGORA,1
fluminense quer acabar com a minha VIDA,1
a minha vida acadêmica vai acabar com a minha vida de verdade,1
semana de curso e um total de 4 trabalhos,1
Essas duas cantando Paramore é pra acabar com a minha vida,1
aquela que tem cara de quem vai acabar com a minha vida,1
Hoje na rua indo para escola lembrei de você,1
meu aniversário vai cair bem num dia que vou ter capacitação a tarde ,1
"não basta só eu acabar com a minha  vida financeira, o curso vem e fode mais ainda",1
Dá azar mudar a folha do mês um dia antes dele acabar?,1
vou me isolar no meu quarto e jogar wow o resto da minha vida,1
Bebo porque gosto de beber,1
auge da minha vida,1
 estou na escada sentada esperando minha amiga acabar de se pegar com o garoto na escada debaixo,1
Meu estagio ta entre as coisas que eu mais amo na minha vida.,1
Espero que quando acabar eu ache um trampo que eu goste tanto quanto,1
planejei minha vida só até 2012 pq falaram que o mundo ia acabar.,1
essa minha vida de dormir a tarde tem que acabar,1
